Sample	Region	Sex	Platform	Population	PC1	PC2	PC3	PC4	PC5	Longitude-E	Latitude-N	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
HGDP01018	America-S	F	Affy Human Origins	Karitiana	-0.00700591	0.0193972	-0.0601047	0.0323129	0.000870146	-63	-10	2.29E-05	0.00240208	-0.00518772	0.00148378	0.00125573	0.0180993	0.00294438	0.00380498	0.000407778	-8.54E-05	0.00103849	-0.000268293	-0.000226944	-0.000284458	0.000413917
HGDP01019	America-S	M	Affy Human Origins	Karitiana	-0.00705052	0.0195068	-0.0619362	0.0322608	0.000188493	-63	-10	0.000247212	0.00192951	-0.0049837	0.00128934	0.00122612	0.016674	0.0034299	0.0052117	0.000696763	-0.000598944	0.000711486	-0.000333955	0.000159883	0.000779714	0.000233064
HGDP01021	Eurasia-NE	F	Affy Human Origins	Han	-0.00642162	0.0268042	0.00757962	-0.0155691	-0.00145818	114	32.3	0.00032408	0.00162233	-0.00488949	0.00260481	0.00109236	0.0107305	0.00565508	0.00717689	0.000255239	0.00025326	0.000744608	-4.52E-05	0.000312088	0.000422405	0.000400816
HGDP01023	Eurasia-NE	F	Affy Human Origins	Han	-0.00630849	0.0258725	0.00544814	-0.0138231	-0.000825658	114	32.3	0.000145175	0.00102185	-0.00331954	0.000587057	-0.000760289	0.00190285	0.00304201	0.00297474	-7.21E-05	-0.000178539	0.000564318	0.000260667	-0.000156764	-0.000691084	-0.000140438
HGDP01024	Eurasia-NE	F	Affy Human Origins	Han	-0.00646719	0.0254756	0.00650585	-0.0128742	-0.00134095	114	32.3	-1.82E-05	0.00168028	-0.00352279	0.00158558	4.12E-05	0.00134732	0.00308614	0.00345208	-0.00021772	0.00088537	-0.000548838	-0.000788231	0.000408012	-0.000177849	0.000257809
HGDP01027	Austronesia	F	Affy Human Origins	Bougainville	-0.00410144	0.0152204	0.0160418	0.0129764	-0.00185951	155.5	-6	0.00436702	-0.00536875	0.00412526	-0.00631849	0.00510286	0.065463	-0.0867836	-0.124309	-0.0102951	0.000934554	-0.000467842	-0.000688739	0.00160944	-0.00299102	-0.00202762
HGDP01028	Africa-S	M	Affy Human Origins	Bantu_SA_Herero	0.0305287	0.000888857	0.00276188	0.00292862	-0.0204322	24.3	-25.6	-0.0188734	0.00208035	0.0115277	-0.00889231	-0.00196103	0.00598519	-0.000425021	0.00592311	-0.00208862	0.00741932	0.0205941	0.0109082	-0.0299206	-0.0560872	0.00304916
HGDP01030	Africa-S	M	Affy Human Origins	Bantu_SA_Tswana	0.0295429	0.00139064	0.004646	0.00834745	-0.0667685	24.3	-25.6	0.00739237	-0.0217523	-0.00478495	-0.0908616	-0.0120383	0.0102548	-0.0233551	0.0398755	-0.00696275	-0.024983	-0.0153222	-0.0273919	-0.0195235	-0.0166254	-0.0239756
HGDP01031	Africa-S	M	Affy Human Origins	Bantu_SA_Ovambo	0.031161	0.000891775	0.00078371	0.00213194	-0.0240632	24.3	-25.6	-0.0267047	0.00808986	0.0153278	0.00439115	0.00350474	0.00633218	-0.015331	0.0160684	-0.00721502	0.0221248	-0.00672454	0.00251977	-0.00505097	-0.00701195	-0.0211813
HGDP01032	Africa-S	M	Affy Human Origins	Ju_hoan_North	0.0214534	0.0014403	0.0110301	0.021291	-0.134052	21	-19.5	0.0806328	-0.0765273	-0.0457887	-0.179544	-0.0128202	0.0152759	-0.0300731	0.0486206	0.0111528	-0.0142575	0.00599509	-0.00708112	0.0138799	-0.00589794	0.00357415
HGDP01033	Africa-S	M	Affy Human Origins	Bantu_SA_Zulu	0.030908	0.00124383	0.00101667	0.0037222	-0.0350766	24.3	-25.6	-0.00770958	-0.00496744	0.00809331	-0.0414903	-0.00227579	0.00624088	-0.0140906	0.0229209	0.00339173	0.00359998	0.0123356	0.00899518	0.00724445	-0.0345601	0.00150367
HGDP01034	Africa-S	M	Affy Human Origins	Bantu_SA_Tswana	0.029896	0.000828594	0.00237207	0.00417959	-0.0434634	24.3	-25.6	-0.01116	-0.00687593	-0.00259092	-0.0593469	-0.00692536	0.0103479	-0.0243367	0.0282453	-0.00659977	0.0014133	0.00117049	-0.000559837	0.00886452	0.000170702	0.00468191
HGDP01035	Africa-S	M	Affy Human Origins	Bantu_SA_Herero	0.0303928	0.000531995	0.00158605	0.00366446	-0.0292528	24.3	-25.6	-0.0141642	-0.00367672	-0.00147466	-0.00384332	-0.00824605	0.00435432	-0.00403186	0.00631954	0.011544	-0.021195	-0.0151363	0.00274118	0.00466342	-0.00922885	0.0282767
HGDP01036	Africa-S	M	Affy Human Origins	Ju_hoan_North	0.021451	0.0017697	0.0116083	0.0209964	-0.127757	21	-19.5	0.0775173	-0.0762296	-0.0438397	-0.175002	-0.0164688	0.0116545	-0.0340224	0.0466982	0.00973697	0.00354194	-0.00557863	0.00103711	-0.00233692	-0.00138394	0.00252509
HGDP01037	America-N	M	Affy Human Origins	Pima	-0.00683442	0.0177217	-0.0538445	0.0274359	0.000161103	-108	29	0.000290981	0.00127004	-0.00240215	0.000491493	0.000568933	0.00718301	0.00312276	0.0034146	0.00045573	8.32E-05	0.000133535	8.11E-05	-2.69E-05	-0.000528143	0.000336526
HGDP01041	America-N	F	Affy Human Origins	Pima	-0.00668332	0.0188457	-0.0577253	0.0298049	-0.000474673	-108	29	-3.98E-05	0.00208806	-0.00462554	0.00114061	0.000763251	0.008887	0.00276944	0.00396919	-0.000106209	-0.000329481	-0.000460491	0.000450607	-0.000296569	0.000377845	0.000766659
HGDP01043	America-N	M	Affy Human Origins	Pima	-0.00686806	0.0186732	-0.057208	0.0295595	-0.000160477	-108	29	-0.000274222	0.00198162	-0.00361556	0.0010141	0.00050076	0.0112402	0.00454543	0.00597517	0.000488612	-4.54E-05	-0.000280102	7.57E-05	-0.000514647	0.000308297	0.000302956
HGDP01044	America-N	F	Affy Human Origins	Pima	-0.0067426	0.0185279	-0.0569311	0.0293416	-0.000304691	-108	29	2.41E-05	0.00123404	-0.00265125	0.00026503	0.000641205	0.0103382	0.00171556	0.00187883	6.76E-05	-0.000293611	-0.000803762	-0.000631101	-0.000377653	0.000547745	0.000294397
HGDP01047	America-N	M	Affy Human Origins	Pima	-0.00664839	0.0184623	-0.0561903	0.0301474	0.000297169	-108	29	5.34E-05	0.00161665	-0.00280983	0.000321758	0.00135987	0.00726165	0.00259229	0.00194515	0.000155733	-0.000398604	0.000463374	0.000238624	-0.000249022	0.000568886	0.000357046
HGDP01050	America-N	M	Affy Human Origins	Pima	-0.00685709	0.017179	-0.0553211	0.0289464	0.000118519	-108	29	0.000354853	0.00153746	-0.00339594	0.000893501	0.00101562	0.0116882	0.00141389	0.00265957	-0.000305517	6.86E-05	-0.000269212	-0.000296605	-0.000233482	-0.000285934	0.000234156
HGDP01051	America-N	F	Affy Human Origins	Pima	-0.00668812	0.0177769	-0.0543718	0.0287866	0.0003464	-108	29	0.000495312	0.0012462	-0.00217527	0.000789489	0.000298946	0.00731341	0.00283996	0.00316045	0.000553371	0.000100509	9.05E-05	0.000505684	8.86E-05	0.000229505	0.000630094
HGDP01053	America-N	F	Affy Human Origins	Pima	-0.00685715	0.0188035	-0.0566762	0.028968	-0.000328733	-108	29	6.47E-06	0.000822229	-0.00232299	0.000610853	0.000664375	0.00873909	0.00291926	0.00414041	0.000906845	2.93E-05	0.000123339	-0.000808422	-0.000336527	0.000783425	1.87E-05
HGDP01055	America-N	M	Affy Human Origins	Pima	-0.00651679	0.0168483	-0.0541547	0.027561	0.000210434	-108	29	0.000346044	0.00192867	-0.0045207	0.00158983	0.000960065	0.00970802	0.00407355	0.00537324	-0.000212703	2.15E-05	0.000786123	6.82E-05	-0.000539597	0.000675601	1.64E-05
HGDP01056	America-N	F	Affy Human Origins	Pima	-0.00679814	0.0191544	-0.0586891	0.0308687	-0.000478069	-108	29	-0.000131228	0.000799265	-0.00285203	0.000820487	0.0012225	0.00980427	0.00357706	0.00491208	0.000473357	0.000181746	-0.000649265	-0.000284993	0.000547355	0.000104221	0.0004649
HGDP01057	America-N	M	Affy Human Origins	Pima	-0.00669374	0.0186899	-0.0561429	0.0289678	-0.000735757	-108	29	-0.000528279	0.00124953	-0.00346597	0.00111202	0.00106487	0.00557649	0.0035477	0.00308669	-0.00162549	0.00106789	-0.00166754	0.000213781	0.00060345	0.000232515	0.000486631
HGDP01058	America-N	F	Affy Human Origins	Pima	-0.00667027	0.0166054	-0.0528584	0.0269401	-0.000386149	-108	29	-0.000298079	0.0018335	-0.00387332	0.00129766	0.000238065	0.00795614	0.00297243	0.00380593	0.000197185	-0.00118562	-0.00238292	-0.000369022	0.000759933	-0.00147645	0.000901969
HGDP01059	America-N	M	Affy Human Origins	Pima	-0.00699899	0.0180149	-0.0544717	0.0280217	2.76E-06	-108	29	-0.000348756	0.00130928	-0.00342818	0.000711558	0.000755824	0.0104637	0.00262049	0.00371573	0.00042823	0.000446042	-0.000325115	9.23E-05	-4.60E-05	5.35E-05	-0.000154045
HGDP01060	America-N	M	Affy Human Origins	Pima	-0.00667327	0.0173307	-0.0549708	0.0277561	0.000134863	-108	29	0.000310696	0.000976882	-0.00277988	0.00128774	0.000396638	0.00886613	0.00279066	0.00304683	-0.0003352	0.00102176	-0.0003512	-9.64E-05	-0.000139933	1.03E-05	0.000231551
HGDP01062	Eurasia-SW	F	Affy Human Origins	Sardinian	-0.00594243	-0.0133946	0.000681373	-0.0100863	-0.00248826	9	40	0.00284166	0.00888365	-0.0167098	0.00406154	0.000785217	0.00202173	-0.000425305	-0.00227077	-0.0025622	-0.000921548	-0.00013824	-0.000106642	0.000101083	-0.00111869	-0.000860104
HGDP01063	Eurasia-SW	M	Affy Human Origins	Sardinian	-0.00616502	-0.0136071	-0.000203803	-0.00965169	-0.00254952	9	40	0.00211534	0.00781007	-0.0153791	0.00429782	0.000641965	0.000760783	-0.00109234	-0.00142173	-0.00420662	-0.00105846	0.000918797	0.000620421	-0.000330353	-0.00136292	0.000176353
HGDP01064	Eurasia-SW	F	Affy Human Origins	Sardinian	-0.00605841	-0.0131637	-0.000225606	-0.0112093	-0.00282511	9	40	0.00273102	0.00951732	-0.0168114	0.00440336	0.00310746	0.00195561	-0.0008192	-0.000947589	-0.000894438	-0.00193663	0.000758928	0.00110287	0.00031342	-0.00116203	-0.00100191
HGDP01065	Eurasia-SW	F	Affy Human Origins	Sardinian	-0.00594865	-0.0139756	-0.000255652	-0.01052	-0.0028232	9	40	0.0023844	0.00772129	-0.015466	0.00395113	0.000560965	0.00156084	-0.0012925	-0.000996235	-0.00187501	0.000139934	0.0018576	-0.000905053	0.000864586	0.000758933	-0.00114695
HGDP01066	Eurasia-SW	M	Affy Human Origins	Sardinian	-0.0059439	-0.0133943	0.000528134	-0.00973974	-0.0028192	9	40	0.00192531	0.00897184	-0.016946	0.00400531	-0.000238643	-0.000466765	-0.00106895	-0.00134074	-0.00259107	-0.000407276	0.00133044	0.000221531	9.27E-05	-0.000966548	-0.00181105
HGDP01067	Eurasia-SW	M	Affy Human Origins	Sardinian	-0.00617947	-0.0123886	-0.000284733	-0.00882574	-0.00281328	9	40	0.00235569	0.00920943	-0.016864	0.00473161	0.00167592	0.00131956	-0.000926007	-0.0014862	-0.00155833	0.000923246	0.00134709	0.000718197	0.000317172	-0.000492512	-0.00128689
HGDP01068	Eurasia-SW	F	Affy Human Origins	Sardinian	-0.00615378	-0.0130064	0.000261206	-0.0097685	-0.00258651	9	40	0.00159218	0.00667681	-0.0143583	0.00298391	0.00062598	0.000484558	-0.00257746	-0.00230057	-0.0029902	0.000625125	0.000192313	0.000772907	-0.00104595	-0.00169805	-0.000820503
HGDP01069	Eurasia-SW	M	Affy Human Origins	Sardinian	-0.00621054	-0.0131951	0.000611591	-0.00967021	-0.00184259	9	40	0.00154058	0.00742519	-0.0151076	0.00366868	0.00130677	0.00144187	-0.000770302	-0.00160749	-0.00369629	0.00172819	0.00037457	-0.000547686	-0.00048728	-0.00141932	-0.000422227
HGDP01070	Eurasia-SW	F	Affy Human Origins	Sardinian	-0.00598729	-0.0138178	-0.00026309	-0.0103296	-0.00242976	9	40	0.00170318	0.00671521	-0.012791	0.0037753	0.000720475	0.00275907	-0.000481641	-0.00211584	-0.00243632	-0.00122654	-7.72E-05	-0.000964489	0.000488129	-0.00181844	0.00116957
HGDP01071	Eurasia-SW	M	Affy Human Origins	Sardinian	-0.00589264	-0.0130006	0.000499458	-0.00964981	-0.00235487	9	40	0.0025389	0.00908618	-0.0134694	0.00346034	9.50E-05	0.00223452	-0.00305073	-0.0031938	-0.00262954	-0.000836598	0.000765974	-0.000408224	0.000764194	-0.000360026	-0.001163
HGDP01072	Eurasia-SW	F	Affy Human Origins	Sardinian	-0.00603387	-0.0132891	-1.52E-05	-0.00930382	-0.00256049	9	40	0.00205919	0.00776405	-0.0155393	0.00337375	4.42E-05	0.00138797	-0.00183373	-0.000631823	-0.00396895	0.000169076	-5.10E-05	-0.000197855	0.000619197	-0.000669674	-0.000920292
HGDP01073	Eurasia-SW	M	Affy Human Origins	Sardinian	-0.00599281	-0.0135577	0.000661663	-0.00882638	-0.00243187	9	40	0.0023074	0.00793116	-0.0159995	0.00317973	-0.000295792	0.000739855	-0.00210554	-0.00252339	-0.00298016	0.000297298	0.000494358	-3.64E-05	0.000308835	-0.00168358	-0.00127872
HGDP01074	Eurasia-SW	F	Affy Human Origins	Sardinian	-0.00611947	-0.0129913	0.000276605	-0.0105093	-0.00232985	9	40	0.00188944	0.00828679	-0.0160435	0.00460525	0.00117311	0.00061118	-0.00229316	-0.00294636	-0.00237	0.000667652	0.000169031	0.000166366	-0.000473496	-0.0012597	-0.00128924
HGDP01075	Eurasia-SW	M	Affy Human Origins	Sardinian	-0.00615645	-0.0135123	-0.000576913	-0.0102649	-0.00221792	9	40	0.00208997	0.00893881	-0.0164256	0.00390479	0.00164106	7.54E-05	-0.00206755	-0.00391538	-0.00302767	0.000431849	0.0014068	0.000129213	-0.00104646	-0.00252189	-0.00112729
HGDP01076	Eurasia-SW	M	Affy Human Origins	Sardinian	-0.00588777	-0.0138306	-0.000259184	-0.00836518	-0.00295721	9	40	0.00213237	0.00720665	-0.0157167	0.00326362	5.22E-07	0.000729744	-0.00156978	-0.00325721	-0.00207758	-0.000812371	0.000831989	0.000653913	-0.000334679	-0.000835978	-0.00118267
HGDP01077	Eurasia-SW	M	Affy Human Origins	Sardinian	-0.00621483	-0.0134288	0.000393535	-0.00826679	-0.00225732	9	40	0.00153967	0.00754404	-0.0134967	0.00284861	0.000856802	-0.00016219	-0.000731805	-0.00180396	-0.00181913	0.000349873	-0.00031894	5.10E-06	6.24E-05	-0.000965313	-0.000402346
HGDP01078	Eurasia-SW	F	Affy Human Origins	Sardinian	-0.00610051	-0.0135874	-0.000181819	-0.00994318	-0.00216684	9	40	0.00242219	0.0077305	-0.0150212	0.00328404	0.000397422	0.00246759	-0.00226088	-0.00274535	-0.0039282	-9.53E-05	-0.000229453	0.000136267	0.000775131	-0.00103039	-0.00036201
HGDP01079	Eurasia-SW	M	Affy Human Origins	Sardinian	-0.00615029	-0.0134486	-0.0002154	-0.00955098	-0.00226794	9	40	0.00283274	0.00716127	-0.0138115	0.00357664	0.000491042	0.00269804	-0.00190685	-0.00304922	-0.00192003	-0.000332551	0.000621218	-4.15E-05	-0.000467021	-0.000912914	-0.000920397
HGDP01081	Africa-W	M	Affy Human Origins	MbutiPygmy	0.0256195	0.0019854	0.00829912	0.0208881	-0.132158	29	1	0.0377495	-0.0626146	0.00622866	0.0665134	-0.0126062	-0.00505636	0.218927	-0.146099	0.000164953	0.00764802	0.00270043	0.00840908	-0.00802822	0.00945976	-0.00142258
HGDP01086	Africa-W	M	Affy Human Origins	BiakaPygmy	0.026867	0.0017666	0.00549017	0.0143887	-0.0934396	17	4	0.0310795	-0.0721606	0.00184844	0.122896	0.00953616	-0.00983426	-0.0723139	0.0431823	0.00959079	-0.0144091	0.0171289	0.000946269	-9.69E-05	0.00101247	-0.000902393
HGDP01090	Africa-W	M	Affy Human Origins	BiakaPygmy	0.028256	0.00201074	0.00451746	0.0134913	-0.0912606	17	4	0.0286418	-0.0760022	-0.00143934	0.132391	0.0063184	-0.0101524	-0.0905956	0.0601089	0.00260194	-0.00722535	0.00397387	0.00201044	0.00148314	-0.0295873	0.0150833
HGDP01094	Africa-W	M	Affy Human Origins	BiakaPygmy	0.0277188	0.00133565	0.00546105	0.0138194	-0.0970987	17	4	0.0284442	-0.0727852	0.000283584	0.1435	0.014944	-0.0128038	-0.0882463	0.056483	0.0103228	0.00770048	0.000779356	-0.00405263	-0.00965272	-0.0045017	0.025403
HGDP01095	Eurasia-SE	M	Affy Human Origins	Tujia	-0.00628314	0.0265074	0.00733052	-0.0150414	-0.000845133	109	29	0.000546548	0.00116931	-0.0028477	0.00127699	0.000104242	0.00774325	0.00364847	0.00489709	0.000501232	-0.000155726	-1.13E-05	-7.14E-05	0.000714855	0.000290561	0.00011581
HGDP01096	Eurasia-SE	M	Affy Human Origins	Tujia	-0.00637399	0.0263554	0.00639757	-0.0129826	-0.00124229	109	29	-0.000122452	0.000814203	-0.00213957	0.000759371	0.000362241	0.00383086	0.00317586	0.00433599	0.000274209	0.000117808	-0.00017134	-0.000553752	0.000323434	-0.000272434	2.88E-05
HGDP01097	Eurasia-SE	M	Affy Human Origins	Tujia	-0.00646295	0.0260149	0.0081359	-0.0128155	-0.00127467	109	29	0.000274583	0.00125093	-0.00379747	0.0013046	0.00127206	0.00937628	0.00360395	0.00483428	0.000182001	-9.04E-05	0.000157933	0.000209366	-0.000642701	-0.000146835	0.000244602
HGDP01098	Eurasia-SE	F	Affy Human Origins	Tujia	-0.00635229	0.0254731	0.0081057	-0.014262	-0.000881685	109	29	4.23E-05	0.00120274	-0.00334188	0.00192545	0.000249631	0.00503498	0.0037008	0.00490771	0.000216929	-0.00107924	2.92E-05	-0.00019	-0.000412792	-0.000335045	-4.25E-05
HGDP01099	Eurasia-SE	M	Affy Human Origins	Tujia	-0.00638617	0.0257989	0.00613579	-0.0138457	-0.00163966	109	29	0.000195669	0.000721955	-0.00275966	0.000577978	8.72E-05	0.00442518	0.00274844	0.00442885	0.000600065	-2.71E-05	-9.34E-05	-0.000244431	0.000351164	0.000107821	0.000104643
HGDP01100	Eurasia-SE	M	Affy Human Origins	Tujia	-0.00625917	0.025968	0.00622877	-0.0141646	-0.00120164	109	29	0.000327069	0.000957816	-0.00278616	0.00124204	0.000563592	0.00431063	0.0021547	0.00306205	0.00103412	8.98E-05	2.33E-05	-0.000942082	-0.000638282	-4.10E-05	-0.000205228
HGDP01101	Eurasia-SE	M	Affy Human Origins	Tujia	-0.00624368	0.0262379	0.00731846	-0.0153037	-0.00150524	109	29	0.000646057	0.00161533	-0.00480896	0.0020407	0.000983171	0.00749197	0.00530763	0.00721642	0.000883593	-0.000389867	-0.000243941	0.000662686	0.000249701	0.000521836	0.000135696
HGDP01102	Eurasia-SE	M	Affy Human Origins	Tujia	-0.00626143	0.0261885	0.0070168	-0.0142635	-0.00144004	109	29	0.000588899	0.0014271	-0.00410583	0.00134395	0.000233197	0.00918698	0.00471384	0.00664855	0.000220626	0.00058607	0.000279067	-8.43E-06	-0.000774724	0.000260306	-3.57E-05
HGDP01103	Eurasia-SE	M	Affy Human Origins	Tujia	-0.00637183	0.0259176	0.00715906	-0.0133346	-0.00103196	109	29	-0.000126448	0.000906942	-0.00438564	0.00180093	0.00119136	0.010589	0.00457791	0.00606235	0.00104746	0.000548833	-0.000292882	0.000267085	-0.000263559	-0.000112722	0.000149208
HGDP01104	Eurasia-SE	M	Affy Human Origins	Tujia	-0.00645628	0.0253264	0.00633913	-0.014392	-0.00101109	109	29	0.000631211	0.00163684	-0.00319885	0.000967762	-0.000254315	0.00234581	0.00355062	0.00515294	0.000544493	3.22E-05	0.000612209	-0.000254262	-0.00021694	0.000310618	-0.0003228
HGDP01147	Eurasia-SW	M	Affy Human Origins	Italian_Bergamo	-0.00640397	-0.0127946	-0.000649206	-0.00625039	-0.00174842	10	46	0.000938684	0.00239035	-0.00649245	0.00158099	-4.32E-05	-0.00174277	0.000101973	-0.00101949	-0.00192343	-0.000586993	0.000744513	-0.000648972	-4.58E-06	-0.000336258	-0.00027271
HGDP01151	Eurasia-SW	M	Affy Human Origins	Italian_Bergamo	-0.00640154	-0.0127052	-0.000891875	-0.00707103	-0.000924793	10	46	0.00104477	0.00208051	-0.0050549	0.00141414	0.000454831	0.000552432	-0.00029552	-0.000391549	-0.0019068	0.0001252	0.000597091	0.00179994	9.90E-05	-0.000690952	-0.000719886
HGDP01152	Eurasia-SW	M	Affy Human Origins	Italian_Bergamo	-0.0062874	-0.0127079	-0.000814883	-0.00591879	-0.00137172	10	46	0.000548374	0.00216194	-0.0050474	0.000698838	0.000372778	0.000930608	-9.65E-05	-6.90E-05	-0.000844654	8.00E-05	-0.000210844	0.00103367	-1.58E-05	-0.000277873	-0.00137251
HGDP01153	Eurasia-SW	M	Affy Human Origins	Italian_Bergamo	-0.006372	-0.0125556	6.49E-05	-0.00662577	-0.000775281	10	46	0.000734063	0.00242643	-0.00702969	0.00158244	0.000681262	0.00152401	-0.000627404	-0.000724639	-0.00248934	0.000321545	0.000216039	0.000722799	-0.000671566	-0.00143299	-0.000513828
HGDP01155	Eurasia-SW	M	Affy Human Origins	Italian_Bergamo	-0.00616997	-0.0128757	0.000278462	-0.0057559	-0.000985002	10	46	0.000754176	0.00223547	-0.00532109	0.00151146	0.000268744	-0.000671194	-0.000719865	0.000167453	-0.000912495	0.000232389	0.000231175	0.000442749	0.000321804	0.000552546	-0.00134107
HGDP01156	Eurasia-SW	F	Affy Human Origins	Italian_Bergamo	-0.00640629	-0.0127588	0.000244074	-0.00729176	-0.000554171	10	46	0.00128135	0.00306501	-0.00770371	0.00219016	0.00124155	0.000272884	9.94E-05	-0.00118164	-0.00194374	-5.45E-06	0.00142347	0.00125194	0.000584578	9.16E-05	-0.000852136
HGDP01157	Eurasia-SW	F	Affy Human Origins	Italian_Bergamo	-0.00634501	-0.012388	4.61E-05	-0.00714093	-0.00154643	10	46	0.000224415	0.00151686	-0.00400999	0.000842437	0.000439858	0.00016785	0.000392579	-0.00136424	-0.00116784	0.000708701	0.000177587	0.00065555	-0.00114249	-0.000249094	-0.000568582
HGDP01161	Eurasia-SW	M	Affy Human Origins	Italian_Tuscan	-0.00646589	-0.0124695	0.00118969	-0.00627442	-0.000737897	11	43	0.00171975	0.00500102	-0.0102213	0.00277973	0.000276057	-8.33E-05	-0.000966899	-0.0020823	-0.00236018	0.00128911	-0.000568992	0.000767846	-0.000581176	-0.00185728	-0.00237399
HGDP01162	Eurasia-SW	M	Affy Human Origins	Italian_Tuscan	-0.0060659	-0.0124267	0.000530875	-0.00545904	-0.000921093	11	43	0.00104803	0.00383074	-0.00771847	0.00188238	0.000277478	-2.10E-05	-9.75E-05	-0.00182377	-0.00171712	-0.00362012	0.000368643	-0.000197786	-0.000578306	-0.000394203	-0.00222688
HGDP01163	Eurasia-SW	M	Affy Human Origins	Italian_Tuscan	-0.00601894	-0.0123292	0.000851008	-0.00468415	-0.00160617	11	43	0.00117145	0.00490721	-0.00896954	0.00225113	-0.000526688	-0.00292304	0.000908564	0.000428948	-0.000744794	-8.41E-05	-0.000527268	2.58E-06	-0.0030198	0.000596589	-0.00146311
HGDP01164	Eurasia-SW	M	Affy Human Origins	Italian_Tuscan	-0.00594517	-0.0126169	0.00106049	-0.00655114	-0.00192298	11	43	0.000302145	0.00307168	-0.00755551	0.00220147	-0.000392048	0.000597276	-0.000483758	-0.00180875	-0.000923138	-0.00369647	-0.000336708	-0.0018789	0.000947543	-0.00116511	0.000533706
HGDP01166	Eurasia-SW	M	Affy Human Origins	Italian_Tuscan	-0.00614441	-0.0124192	0.000520971	-0.00488656	-0.00150979	11	43	0.00153722	0.00534114	-0.0101234	0.00239085	2.11E-05	-0.000668441	-0.000273236	-0.000614908	-0.00213277	0.000951718	0.00253877	-0.00145612	-0.00045895	0.000257843	-0.0013151
HGDP01167	Eurasia-SW	M	Affy Human Origins	Italian_Tuscan	-0.00632854	-0.0115831	0.000776705	-0.00520035	-0.000238708	11	43	0.000499546	0.00366479	-0.00834961	0.00280002	0.00059727	-0.000608268	0.000644782	0.00121923	-0.00195708	0.000635148	0.00017422	0.000877394	0.000359863	-0.000682194	8.27E-05
HGDP01168	Eurasia-SW	F	Affy Human Origins	Italian_Tuscan	-0.00609028	-0.0120668	-0.000142689	-0.00567096	-0.00161721	11	43	0.000597215	0.00394643	-0.0102878	0.00241737	0.00143378	-0.000333933	0.00141061	0.000185838	-0.00320307	0.00033635	-7.73E-05	-4.46E-05	-0.000166477	-0.000324379	-0.000346922
HGDP01169	Eurasia-SW	F	Affy Human Origins	Italian_Tuscan	-0.00636184	-0.0126331	0.00127883	-0.00468419	-0.000443826	11	43	0.00133155	0.00465801	-0.0115515	0.00260715	0.000574242	6.19E-05	0.00107478	0.00121254	-0.00257337	0.000212047	0.000609942	-0.00116767	-0.000191117	-0.00054808	-0.00134952
HGDP01171	Eurasia-SW	F	Affy Human Origins	Italian_Bergamo	-0.00639785	-0.0123455	-0.000494062	-0.00640474	-0.000989584	10	46	0.000755094	0.00203435	-0.00613437	0.00222209	0.00103771	0.00366342	-0.000534836	-0.0025075	-0.00229469	0.000605642	0.000926331	0.000325159	-0.000304677	-0.00128516	-0.000150539
